ORD0000000153,2023-01-02 19:21:00,CUST105661,Karim Abdi,Small Business,Ghana,Accra,PROD04743,Sports,Training Gloves,1,154.40,0.20,Credit Card,Pickup Point,Shipped,3,123.52,21.00,Email
ORD0000000161,2023-01-02 21:37:00,CUST105957,Omar Ndiaye,Small Business,Ghana,Accra,PROD04991,Sports,Training Gloves,6,162.16,0.15,Credit Card,Pickup Point,Delivered,5,827.02,66.16,Paid Search
ORD0000000169,2023-01-02 23:53:00,CUST106253,Karim Kone,Small Business,Ghana,Accra,PROD05239,Sports,Training Gloves,2,169.92,0.10,Credit Card,Pickup Point,Returned,2,305.86,67.29,Marketplace
ORD0000000177,2023-01-03 02:09:00,CUST106549,Omar Okafor,Small Business,Ghana,Accra,PROD05487,Sports,Training Gloves,7,177.68,0.05,Credit Card,Pickup Point,Shipped,4,1181.57,153.60,Email
ORD0000000185,2023-01-03 04:25:00,CUST106845,Karim Diallo,Small Business,Ghana,Accra,PROD05735,Sports,Training Gloves,3,185.44,0.00,Credit Card,Pickup Point,Delivered,1,556.32,150.21,Paid Search
ORD0000000193,2023-01-03 06:41:00,CUST107141,Omar Ali,Small Business,Ghana,Accra,PROD05983,Sports,Training Gloves,8,193.20,0.20,Credit Card,Pickup Point,Returned,3,1236.48,222.57,Marketplace
ORD0000000201,2023-01-03 08:57:00,CUST107437,Karim Mansour,Small Business,Ghana,Accra,PROD06231,Sports,Training Gloves,4,200.96,0.15,Credit Card,Pickup Point,Shipped,5,683.26,61.49,Email
ORD0000000209,2023-01-03 11:13:00,CUST107733,Omar Abdi,Small Business,Ghana,Accra,PROD06479,Sports,Training Gloves,9,208.72,0.10,Credit Card,Pickup Point,Delivered,2,1690.63,388.84,Paid Search
ORD0000000217,2023-01-03 13:29:00,CUST108029,Karim Ndiaye,Small Business,Ghana,Accra,PROD06727,Sports,Training Gloves,5,216.48,0.05,Credit Card,Pickup Point,Returned,4,1028.28,143.96,Marketplace
ORD0000000225,2023-01-03 15:45:00,CUST108325,Omar Kone,Small Business,Ghana,Accra,PROD06975,Sports,Training Gloves,1,224.24,0.00,Credit Card,Pickup Point,Shipped,1,224.24,62.79,Email
ORD0000000233,2023-01-03 18:01:00,CUST108621,Karim Okafor,Small Business,Ghana,Accra,PROD07223,Sports,Training Gloves,6,232.00,0.20,Credit Card,Pickup Point,Delivered,3,1113.60,211.58,Paid Search
ORD0000000241,2023-01-03 20:17:00,CUST108917,Omar Diallo,Small Business,Ghana,Accra,PROD07471,Sports,Training Gloves,2,239.76,0.15,Credit Card,Pickup Point,Returned,5,407.59,40.76,Marketplace
ORD0000000249,2023-01-03 22:33:00,CUST109213,Karim Ali,Small Business,Ghana,Accra,PROD07719,Sports,Training Gloves,7,247.52,0.10,Credit Card,Pickup Point,Shipped,2,1559.38,374.25,Email
ORD0000000257,2023-01-04 00:49:00,CUST109509,Omar Mansour,Small Business,Ghana,Accra,PROD07967,Sports,Training Gloves,3,255.28,0.05,Credit Card,Pickup Point,Delivered,4,727.55,109.13,Paid Search
ORD0000000265,2023-01-04 03:05:00,CUST109805,Karim Abdi,Small Business,Ghana,Accra,PROD08215,Sports,Training Gloves,8,263.04,0.00,Credit Card,Pickup Point,Returned,1,2104.32,610.25,Marketplace
ORD0000000273,2023-01-04 05:21:00,CUST110101,Omar Ndiaye,Small Business,Ghana,Accra,PROD08463,Sports,Training Gloves,4,270.80,0.20,Credit Card,Pickup Point,Shipped,3,866.56,173.31,Email
ORD0000000281,2023-01-04 07:37:00,CUST110397,Karim Kone,Small Business,Ghana,Accra,PROD08711,Sports,Training Gloves,9,278.56,0.15,Credit Card,Pickup Point,Delivered,5,2130.98,234.41,Paid Search
ORD0000000289,2023-01-04 09:53:00,CUST110693,Omar Okafor,Small Business,Ghana,Accra,PROD08959,Sports,Training Gloves,5,286.32,0.10,Credit Card,Pickup Point,Returned,2,1288.44,322.11,Marketplace
ORD0000000297,2023-01-04 12:09:00,CUST110989,Karim Diallo,Small Business,Ghana,Accra,PROD09207,Sports,Training Gloves,1,294.08,0.05,Credit Card,Pickup Point,Shipped,4,279.38,44.70,Email
ORD0000000305,2023-01-04 14:25:00,CUST111285,Omar Ali,Small Business,Ghana,Accra,PROD09455,Sports,Training Gloves,6,301.84,0.00,Credit Card,Pickup Point,Delivered,1,1811.04,543.31,Paid Search
ORD0000000313,2023-01-04 16:41:00,CUST111581,Karim Mansour,Small Business,Ghana,Accra,PROD09703,Sports,Training Gloves,2,309.60,0.20,Credit Card,Pickup Point,Returned,3,495.36,104.03,Marketplace
ORD0000000321,2023-01-04 18:57:00,CUST111877,Omar Abdi,Small Business,Ghana,Accra,PROD09951,Sports,Training Gloves,7,317.36,0.15,Credit Card,Pickup Point,Shipped,5,1888.29,226.59,Email
ORD0000000329,2023-01-04 21:13:00,CUST112173,Karim Ndiaye,Small Business,Ghana,Accra,PROD10199,Sports,Training Gloves,3,325.12,0.10,Credit Card,Pickup Point,Delivered,2,877.82,228.23,Paid Search
ORD0000000337,2023-01-04 23:29:00,CUST112469,Omar Kone,Small Business,Ghana,Accra,PROD10447,Sports,Training Gloves,8,332.88,0.05,Credit Card,Pickup Point,Returned,4,2529.89,430.08,Marketplace
ORD0000000345,2023-01-05 01:45:00,CUST112765,Karim Okafor,Small Business,Ghana,Accra,PROD10695,Sports,Training Gloves,4,340.64,0.00,Credit Card,Pickup Point,Shipped,1,1362.56,109.00,Email
ORD0000000353,2023-01-05 04:01:00,CUST113061,Omar Diallo,Small Business,Ghana,Accra,PROD10943,Sports,Training Gloves,9,348.40,0.20,Credit Card,Pickup Point,Delivered,3,2508.48,551.87,Paid Search
ORD0000000361,2023-01-05 06:17:00,CUST113357,Karim Ali,Small Business,Ghana,Accra,PROD11191,Sports,Training Gloves,5,356.16,0.15,Credit Card,Pickup Point,Returned,5,1513.68,196.78,Marketplace
ORD0000000369,2023-01-05 08:33:00,CUST113653,Omar Mansour,Small Business,Ghana,Accra,PROD11439,Sports,Training Gloves,1,363.92,0.10,Credit Card,Pickup Point,Shipped,2,327.53,88.43,Email
ORD0000000377,2023-01-05 10:49:00,CUST113949,Karim Abdi,Small Business,Ghana,Accra,PROD11687,Sports,Training Gloves,6,371.68,0.05,Credit Card,Pickup Point,Delivered,4,2118.58,381.34,Paid Search
ORD0000000385,2023-01-05 13:05:00,CUST114245,Omar Ndiaye,Small Business,Ghana,Accra,PROD11935,Sports,Training Gloves,2,379.44,0.00,Credit Card,Pickup Point,Returned,1,758.88,68.30,Marketplace
ORD0000000393,2023-01-05 15:21:00,CUST114541,Karim Kone,Small Business,Ghana,Accra,PROD12183,Sports,Training Gloves,7,387.20,0.20,Credit Card,Pickup Point,Shipped,3,2168.32,498.71,Email
ORD0000000401,2023-01-05 17:37:00,CUST114837,Omar Okafor,Small Business,Ghana,Accra,PROD12431,Sports,Training Gloves,3,394.96,0.15,Credit Card,Pickup Point,Delivered,5,1007.15,141.00,Paid Search
ORD0000000409,2023-01-05 19:53:00,CUST115133,Karim Diallo,Small Business,Ghana,Accra,PROD12679,Sports,Training Gloves,8,402.72,0.10,Credit Card,Pickup Point,Returned,2,2899.58,811.88,Marketplace
ORD0000000417,2023-01-05 22:09:00,CUST115429,Omar Ali,Small Business,Ghana,Accra,PROD12927,Sports,Training Gloves,4,410.48,0.05,Credit Card,Pickup Point,Shipped,4,1559.82,296.37,Email
ORD0000000425,2023-01-06 00:25:00,CUST115725,Karim Mansour,Small Business,Ghana,Accra,PROD13175,Sports,Training Gloves,9,418.24,0.00,Credit Card,Pickup Point,Delivered,1,3764.16,376.42,Paid Search
ORD0000000433,2023-01-06 02:41:00,CUST116021,Omar Abdi,Small Business,Ghana,Accra,PROD13423,Sports,Training Gloves,5,426.00,0.20,Credit Card,Pickup Point,Returned,3,1704.00,408.96,Marketplace
ORD0000000441,2023-01-06 04:57:00,CUST116317,Karim Ndiaye,Small Business,Ghana,Accra,PROD13671,Sports,Training Gloves,1,433.76,0.15,Credit Card,Pickup Point,Shipped,5,368.70,55.31,Email
ORD0000000449,2023-01-06 07:13:00,CUST116613,Omar Kone,Small Business,Ghana,Accra,PROD13919,Sports,Training Gloves,6,441.52,0.10,Credit Card,Pickup Point,Delivered,2,2384.21,691.42,Paid Search
ORD0000000457,2023-01-06 09:29:00,CUST116909,Karim Okafor,Small Business,Ghana,Accra,PROD14167,Sports,Training Gloves,2,449.28,0.05,Credit Card,Pickup Point,Returned,4,853.63,170.73,Marketplace
ORD0000000465,2023-01-06 11:45:00,CUST117205,Omar Diallo,Small Business,Ghana,Accra,PROD14415,Sports,Training Gloves,7,457.04,0.00,Credit Card,Pickup Point,Shipped,1,3199.28,351.92,Email
ORD0000000473,2023-01-06 14:01:00,CUST117501,Karim Ali,Small Business,Ghana,Accra,PROD14663,Sports,Training Gloves,3,464.80,0.20,Credit Card,Pickup Point,Delivered,3,1115.52,278.88,Paid Search
ORD0000000481,2023-01-06 16:17:00,CUST117797,Omar Mansour,Small Business,Ghana,Accra,PROD14911,Sports,Training Gloves,8,472.56,0.15,Credit Card,Pickup Point,Returned,5,3213.41,514.15,Marketplace
ORD0000000489,2023-01-06 18:33:00,CUST118093,Karim Abdi,Small Business,Ghana,Accra,PROD15159,Sports,Training Gloves,4,480.32,0.10,Credit Card,Pickup Point,Shipped,2,1729.15,518.75,Email
ORD0000000497,2023-01-06 20:49:00,CUST118389,Omar Ndiaye,Small Business,Ghana,Accra,PROD15407,Sports,Training Gloves,9,488.08,0.05,Credit Card,Pickup Point,Delivered,4,4173.08,876.35,Paid Search
ORD0000000505,2023-01-06 23:05:00,CUST118685,Karim Kone,Small Business,Ghana,Accra,PROD15655,Sports,Training Gloves,5,495.84,0.00,Credit Card,Pickup Point,Returned,1,2479.20,297.50,Marketplace
ORD0000000513,2023-01-07 01:21:00,CUST118981,Omar Okafor,Small Business,Ghana,Accra,PROD15903,Sports,Training Gloves,1,13.60,0.20,Credit Card,Pickup Point,Shipped,3,10.88,2.83,Email
ORD0000000521,2023-01-07 03:37:00,CUST119277,Karim Diallo,Small Business,Ghana,Accra,PROD16151,Sports,Training Gloves,6,21.36,0.15,Credit Card,Pickup Point,Delivered,5,108.94,18.52,Paid Search
ORD0000000529,2023-01-07 05:53:00,CUST119573,Omar Ali,Small Business,Ghana,Accra,PROD16399,Sports,Training Gloves,2,29.12,0.10,Credit Card,Pickup Point,Returned,2,52.42,4.19,Marketplace
ORD0000000537,2023-01-07 08:09:00,CUST119869,Karim Mansour,Small Business,Ghana,Accra,PROD16647,Sports,Training Gloves,7,36.88,0.05,Credit Card,Pickup Point,Shipped,4,245.25,53.96,Email
ORD0000000545,2023-01-07 10:25:00,CUST120165,Omar Abdi,Small Business,Ghana,Accra,PROD16895,Sports,Training Gloves,3,44.64,0.00,Credit Card,Pickup Point,Delivered,1,133.92,17.41,Paid Search
ORD0000000553,2023-01-07 12:41:00,CUST120461,Karim Ndiaye,Small Business,Ghana,Accra,PROD17143,Sports,Training Gloves,8,52.40,0.20,Credit Card,Pickup Point,Returned,3,335.36,90.55,Marketplace
ORD0000000561,2023-01-07 14:57:00,CUST120757,Omar Kone,Small Business,Ghana,Accra,PROD17391,Sports,Training Gloves,4,60.16,0.15,Credit Card,Pickup Point,Shipped,5,204.54,36.82,Email
ORD0000000569,2023-01-07 17:13:00,CUST121053,Karim Okafor,Small Business,Ghana,Accra,PROD17639,Sports,Training Gloves,9,67.92,0.10,Credit Card,Pickup Point,Delivered,2,550.15,49.51,Paid Search
ORD0000000577,2023-01-07 19:29:00,CUST121349,Omar Diallo,Small Business,Ghana,Accra,PROD17887,Sports,Training Gloves,5,75.68,0.05,Credit Card,Pickup Point,Returned,4,359.48,82.68,Marketplace
ORD0000000585,2023-01-07 21:45:00,CUST121645,Karim Ali,Small Business,Ghana,Accra,PROD18135,Sports,Training Gloves,1,83.44,0.00,Credit Card,Pickup Point,Shipped,1,83.44,11.68,Email
ORD0000000593,2023-01-08 00:01:00,CUST121941,Omar Mansour,Small Business,Ghana,Accra,PROD18383,Sports,Training Gloves,6,91.20,0.20,Credit Card,Pickup Point,Delivered,3,437.76,122.57,Paid Search
ORD0000000601,2023-01-08 02:17:00,CUST122237,Karim Abdi,Small Business,Ghana,Accra,PROD18631,Sports,Training Gloves,2,98.96,0.15,Credit Card,Pickup Point,Returned,5,168.23,31.96,Marketplace
ORD0000000609,2023-01-08 04:33:00,CUST122533,Omar Ndiaye,Small Business,Ghana,Accra,PROD18879,Sports,Training Gloves,7,106.72,0.10,Credit Card,Pickup Point,Shipped,2,672.34,67.23,Email
ORD0000000617,2023-01-08 06:49:00,CUST122829,Karim Kone,Small Business,Ghana,Accra,PROD19127,Sports,Training Gloves,3,114.48,0.05,Credit Card,Pickup Point,Delivered,4,326.27,78.30,Paid Search
ORD0000000625,2023-01-08 09:05:00,CUST123125,Omar Okafor,Small Business,Ghana,Accra,PROD19375,Sports,Training Gloves,8,122.24,0.00,Credit Card,Pickup Point,Returned,1,977.92,146.69,Marketplace
ORD0000000633,2023-01-08 11:21:00,CUST123421,Karim Diallo,Small Business,Ghana,Accra,PROD19623,Sports,Training Gloves,4,130.00,0.20,Credit Card,Pickup Point,Shipped,3,416.00,120.64,Email
ORD0000000641,2023-01-08 13:37:00,CUST123717,Omar Ali,Small Business,Ghana,Accra,PROD19871,Sports,Training Gloves,9,137.76,0.15,Credit Card,Pickup Point,Delivered,5,1053.86,210.77,Paid Search
ORD0000000649,2023-01-08 15:53:00,CUST124013,Karim Mansour,Small Business,Ghana,Accra,PROD00119,Sports,Training Gloves,5,145.52,0.10,Credit Card,Pickup Point,Returned,2,654.84,72.03,Marketplace
ORD0000000657,2023-01-08 18:09:00,CUST124309,Omar Abdi,Small Business,Ghana,Accra,PROD00367,Sports,Training Gloves,1,153.28,0.05,Credit Card,Pickup Point,Shipped,4,145.62,36.41,Email
ORD0000000665,2023-01-08 20:25:00,CUST124605,Karim Ndiaye,Small Business,Ghana,Accra,PROD00615,Sports,Training Gloves,6,161.04,0.00,Credit Card,Pickup Point,Delivered,1,966.24,154.60,Paid Search
ORD0000000673,2023-01-08 22:41:00,CUST124901,Omar Kone,Small Business,Ghana,Accra,PROD00863,Sports,Training Gloves,2,168.80,0.20,Credit Card,Pickup Point,Returned,3,270.08,81.02,Marketplace
ORD0000000681,2023-01-09 00:57:00,CUST125197,Karim Okafor,Small Business,Ghana,Accra,PROD01111,Sports,Training Gloves,7,176.56,0.15,Credit Card,Pickup Point,Shipped,5,1050.53,220.61,Email
ORD0000000689,2023-01-09 03:13:00,CUST125493,Omar Diallo,Small Business,Ghana,Accra,PROD01359,Sports,Training Gloves,3,184.32,0.10,Credit Card,Pickup Point,Delivered,2,497.66,59.72,Paid Search
ORD0000000697,2023-01-09 05:29:00,CUST125789,Karim Ali,Small Business,Ghana,Accra,PROD01607,Sports,Training Gloves,8,192.08,0.05,Credit Card,Pickup Point,Returned,4,1459.81,379.55,Marketplace
ORD0000000705,2023-01-09 07:45:00,CUST126085,Omar Mansour,Small Business,Ghana,Accra,PROD01855,Sports,Training Gloves,4,199.84,0.00,Credit Card,Pickup Point,Shipped,1,799.36,135.89,Email
ORD0000000713,2023-01-09 10:01:00,CUST126381,Karim Abdi,Small Business,Ghana,Accra,PROD02103,Sports,Training Gloves,9,207.60,0.20,Credit Card,Pickup Point,Delivered,3,1494.72,119.58,Paid Search
ORD0000000721,2023-01-09 12:17:00,CUST126677,Omar Ndiaye,Small Business,Ghana,Accra,PROD02351,Sports,Training Gloves,5,215.36,0.15,Credit Card,Pickup Point,Returned,5,915.28,201.36,Marketplace
ORD0000000729,2023-01-09 14:33:00,CUST126973,Karim Kone,Small Business,Ghana,Accra,PROD02599,Sports,Training Gloves,1,223.12,0.10,Credit Card,Pickup Point,Shipped,2,200.81,26.11,Email
ORD0000000737,2023-01-09 16:49:00,CUST127269,Omar Okafor,Small Business,Ghana,Accra,PROD02847,Sports,Training Gloves,6,230.88,0.05,Credit Card,Pickup Point,Delivered,4,1316.02,355.33,Paid Search
ORD0000000745,2023-01-09 19:05:00,CUST127565,Karim Diallo,Small Business,Ghana,Accra,PROD03095,Sports,Training Gloves,2,238.64,0.00,Credit Card,Pickup Point,Returned,1,477.28,85.91,Marketplace
ORD0000000753,2023-01-09 21:21:00,CUST127861,Omar Ali,Small Business,Ghana,Accra,PROD03343,Sports,Training Gloves,7,246.40,0.20,Credit Card,Pickup Point,Shipped,3,1379.84,124.19,Email
ORD0000000761,2023-01-09 23:37:00,CUST128157,Karim Mansour,Small Business,Ghana,Accra,PROD03591,Sports,Training Gloves,3,254.16,0.15,Credit Card,Pickup Point,Delivered,5,648.11,149.07,Paid Search
ORD0000000769,2023-01-10 01:53:00,CUST128453,Omar Abdi,Small Business,Ghana,Accra,PROD03839,Sports,Training Gloves,8,261.92,0.10,Credit Card,Pickup Point,Returned,2,1885.82,264.01,Marketplace
ORD0000000777,2023-01-10 04:09:00,CUST128749,Karim Ndiaye,Small Business,Ghana,Accra,PROD04087,Sports,Training Gloves,4,269.68,0.05,Credit Card,Pickup Point,Shipped,4,1024.78,286.94,Email
ORD0000000785,2023-01-10 06:25:00,CUST129045,Omar Kone,Small Business,Ghana,Accra,PROD04335,Sports,Training Gloves,9,277.44,0.00,Credit Card,Pickup Point,Delivered,1,2496.96,474.42,Paid Search
ORD0000000793,2023-01-10 08:41:00,CUST129341,Karim Okafor,Small Business,Ghana,Accra,PROD04583,Sports,Training Gloves,5,285.20,0.20,Credit Card,Pickup Point,Returned,3,1140.80,114.08,Marketplace
ORD0000000801,2023-01-10 10:57:00,CUST129637,Omar Diallo,Small Business,Ghana,Accra,PROD04831,Sports,Training Gloves,1,292.96,0.15,Credit Card,Pickup Point,Shipped,5,249.02,59.76,Email
ORD0000000809,2023-01-10 13:13:00,CUST129933,Karim Ali,Small Business,Ghana,Accra,PROD05079,Sports,Training Gloves,6,300.72,0.10,Credit Card,Pickup Point,Delivered,2,1623.89,243.58,Paid Search
ORD0000000817,2023-01-10 15:29:00,CUST130229,Omar Mansour,Small Business,Ghana,Accra,PROD05327,Sports,Training Gloves,2,308.48,0.05,Credit Card,Pickup Point,Returned,4,586.11,169.97,Marketplace
ORD0000000825,2023-01-10 17:45:00,CUST130525,Karim Abdi,Small Business,Ghana,Accra,PROD05575,Sports,Training Gloves,7,316.24,0.00,Credit Card,Pickup Point,Shipped,1,2213.68,442.74,Email
ORD0000000833,2023-01-10 20:01:00,CUST130821,Omar Ndiaye,Small Business,Ghana,Accra,PROD05823,Sports,Training Gloves,3,324.00,0.20,Credit Card,Pickup Point,Delivered,3,777.60,85.54,Paid Search
ORD0000000841,2023-01-10 22:17:00,CUST131117,Karim Kone,Small Business,Ghana,Accra,PROD06071,Sports,Training Gloves,8,331.76,0.15,Credit Card,Pickup Point,Returned,5,2255.97,563.99,Marketplace
ORD0000000849,2023-01-11 00:33:00,CUST131413,Omar Okafor,Small Business,Ghana,Accra,PROD06319,Sports,Training Gloves,4,339.52,0.10,Credit Card,Pickup Point,Shipped,2,1222.27,195.56,Email
ORD0000000857,2023-01-11 02:49:00,CUST131709,Karim Diallo,Small Business,Ghana,Accra,PROD06567,Sports,Training Gloves,9,347.28,0.05,Credit Card,Pickup Point,Delivered,4,2969.24,890.77,Paid Search
ORD0000000865,2023-01-11 05:05:00,CUST132005,Omar Ali,Small Business,Ghana,Accra,PROD06815,Sports,Training Gloves,5,355.04,0.00,Credit Card,Pickup Point,Returned,1,1775.20,372.79,Marketplace
ORD0000000873,2023-01-11 07:21:00,CUST132301,Karim Mansour,Small Business,Ghana,Accra,PROD07063,Sports,Training Gloves,1,362.80,0.20,Credit Card,Pickup Point,Shipped,3,290.24,34.83,Email
ORD0000000881,2023-01-11 09:37:00,CUST132597,Omar Abdi,Small Business,Ghana,Accra,PROD07311,Sports,Training Gloves,6,370.56,0.15,Credit Card,Pickup Point,Delivered,5,1889.86,491.36,Paid Search
ORD0000000889,2023-01-11 11:53:00,CUST132893,Karim Ndiaye,Small Business,Ghana,Accra,PROD07559,Sports,Training Gloves,2,378.32,0.10,Credit Card,Pickup Point,Returned,2,680.98,115.77,Marketplace
ORD0000000897,2023-01-11 14:09:00,CUST133189,Omar Kone,Small Business,Ghana,Accra,PROD07807,Sports,Training Gloves,7,386.08,0.05,Credit Card,Pickup Point,Shipped,4,2567.43,205.39,Email
ORD0000000905,2023-01-11 16:25:00,CUST133485,Karim Okafor,Small Business,Ghana,Accra,PROD08055,Sports,Training Gloves,3,393.84,0.00,Credit Card,Pickup Point,Delivered,1,1181.52,259.93,Paid Search
ORD0000000913,2023-01-11 18:41:00,CUST133781,Omar Diallo,Small Business,Ghana,Accra,PROD08303,Sports,Training Gloves,8,401.60,0.20,Credit Card,Pickup Point,Returned,3,2570.24,334.13,Marketplace
ORD0000000921,2023-01-11 20:57:00,CUST134077,Karim Ali,Small Business,Ghana,Accra,PROD08551,Sports,Training Gloves,4,409.36,0.15,Credit Card,Pickup Point,Shipped,5,1391.82,375.79,Email
ORD0000000929,2023-01-11 23:13:00,CUST134373,Omar Mansour,Small Business,Ghana,Accra,PROD08799,Sports,Training Gloves,9,417.12,0.10,Credit Card,Pickup Point,Delivered,2,3378.67,608.16,Paid Search
ORD0000000937,2023-01-12 01:29:00,CUST134669,Karim Abdi,Small Business,Ghana,Accra,PROD09047,Sports,Training Gloves,5,424.88,0.05,Credit Card,Pickup Point,Returned,4,2018.18,181.64,Marketplace
ORD0000000945,2023-01-12 03:45:00,CUST134965,Omar Ndiaye,Small Business,Ghana,Accra,PROD09295,Sports,Training Gloves,1,432.64,0.00,Credit Card,Pickup Point,Shipped,1,432.64,99.51,Email
ORD0000000953,2023-01-12 06:01:00,CUST135261,Karim Kone,Small Business,Ghana,Accra,PROD09543,Sports,Training Gloves,6,440.40,0.20,Credit Card,Pickup Point,Delivered,3,2113.92,295.95,Paid Search
ORD0000000961,2023-01-12 08:17:00,CUST135557,Omar Okafor,Small Business,Ghana,Accra,PROD09791,Sports,Training Gloves,2,448.16,0.15,Credit Card,Pickup Point,Returned,5,761.87,213.32,Marketplace
ORD0000000969,2023-01-12 10:33:00,CUST135853,Karim Diallo,Small Business,Ghana,Accra,PROD10039,Sports,Training Gloves,7,455.92,0.10,Credit Card,Pickup Point,Shipped,2,2872.30,545.74,Email
ORD0000000977,2023-01-12 12:49:00,CUST136149,Omar Ali,Small Business,Ghana,Accra,PROD10287,Sports,Training Gloves,3,463.68,0.05,Credit Card,Pickup Point,Delivered,4,1321.49,132.15,Paid Search
ORD0000000985,2023-01-12 15:05:00,CUST136445,Karim Mansour,Small Business,Ghana,Accra,PROD10535,Sports,Training Gloves,8,471.44,0.00,Credit Card,Pickup Point,Returned,1,3771.52,905.16,Marketplace
ORD0000000993,2023-01-12 17:21:00,CUST136741,Omar Abdi,Small Business,Ghana,Accra,PROD10783,Sports,Training Gloves,4,479.20,0.20,Credit Card,Pickup Point,Shipped,3,1533.44,230.02,Email
ORD0000001001,2023-01-12 19:37:00,CUST137037,Karim Ndiaye,Small Business,Ghana,Accra,PROD11031,Sports,Training Gloves,9,486.96,0.15,Credit Card,Pickup Point,Delivered,5,3725.24,1080.32,Paid Search
ORD0000001009,2023-01-12 21:53:00,CUST137333,Omar Kone,Small Business,Ghana,Accra,PROD11279,Sports,Training Gloves,5,494.72,0.10,Credit Card,Pickup Point,Returned,2,2226.24,445.25,Marketplace
ORD0000001017,2023-01-13 00:09:00,CUST137629,Karim Okafor,Small Business,Ghana,Accra,PROD11527,Sports,Training Gloves,1,12.48,0.05,Credit Card,Pickup Point,Shipped,4,11.86,1.30,Email
